Genre,Artist,Title,UniqueLinesRatio
Rap,Snoop Dogg,Snoop Bounce,0.7105263157894737
Rap,Snoop Dogg,Still D.R.E.,0.8051948051948052
Rap,Snoop Dogg,Lodi Dodi,1.0
Rap,Snoop Dogg,Drop It Like It's Hot,0.5412844036697247
Rap,Snoop Dogg,Snoop Dogg,0.5934065934065934
Rap,50 Cent,Candy Shop,0.6388888888888888
Rap,50 Cent,This is 50,0.625
Rap,50 Cent,Clue / 50,1.0
Rap,50 Cent,P.I.M.P.,0.735632183908046
Rap,50 Cent,Planet 50,0.86
Rap,50 Cent,50 Bars,0.9661016949152542
Rap,50 Cent,Just A Lil' Bit,0.7105263157894737
Rap,50 Cent,My Life,0.7471264367816092
Rap,50 Cent,Best Friend,0.639344262295082
Rap,50 Cent,Window Shopper,0.6833333333333333
Rap,Jay-Z,Song Cry,0.7375
Rap,Jay-z,Where Have You Been,0.8990825688073395
Rap,Jay-Z,Renegade,0.8571428571428571
Rap,Jay-Z,Can I Get A...,0.6666666666666666
Rap,Jay-Z,Big Pimpin',0.8135593220338984
Rap,Jay-Z,U Don't Know,0.9285714285714286
Rap,Jay-Z,Niggas In Paris,0.8333333333333334
Rap,Jay-Z,Drunk In Love,0.8
Rap,Jay-Z,Jockin' Jay-Z,0.65
Rap,Jay-Z,99 Problems,0.7142857142857143
